act_symbol,date,when
ADVM,2022-03-21,
ADVM,2022-03-28,
ADVM,2022-05-05,
ADVM,2022-08-04,
ADVM,2022-11-03,
ADVM,2023-05-11,
ADVM,2023-08-10,
ADXN,2021-11-02,
ADXN,2022-03-10,
ADXN,2022-05-04,
ADXN,2022-08-04,
ADXN,2022-08-18,
ADXN,2022-11-03,
ADXN,2023-03-09,
ADXN,2023-03-23,
ADXN,2023-03-30,
ADXN,2023-05-04,
ADXN,2023-05-11,Before market open
ADXS,2023-03-16,
ADXS,2023-03-30,
ADXS,2023-04-06,
ADXS,2023-04-13,
ADXS,2023-04-20,
ADXS,2023-04-27,
ADXS,2023-06-14,
ADXS,2023-06-28,
ADXS,2023-07-05,
ADXS,2023-07-12,
ADXS,2023-07-19,
ADXS,2023-07-26,
ADXS,2023-09-11,
AE,2022-05-05,
AE,2022-05-19,
AE,2022-08-11,
AE,2022-11-03,
AE,2023-03-14,
AE,2023-08-09,After market close
AEE,2021-05-10,After market close
AEE,2021-08-05,After market close
AEE,2021-11-03,After market close
AEE,2022-02-17,After market close
AEE,2022-05-05,After market close
AEE,2022-08-04,After market close
AEE,2022-11-03,After market close
AEE,2023-02-15,After market close
AEE,2023-05-04,After market close
AEE,2023-08-02,After market close
AEG,2022-02-24,
AEG,2022-03-03,
AEG,2022-03-10,
AEG,2022-03-17,
AEG,2022-03-24,
AEG,2022-08-11,
AEG,2022-11-10,
AEG,2023-03-20,
AEG,2023-03-27,
AEG,2023-05-11,
AEG,2023-05-25,
AEG,2023-06-01,
AEG,2023-06-08,
AEG,2023-06-15,
AEG,2023-06-22,
AEG,2023-06-29,
AEG,2023-08-10,
AEGN,2021-05-05,
AEHR,2022-09-22,
AEHR,2022-10-06,After market close
AEHR,2023-01-05,After market close
AEHR,2023-03-30,After market close
AEHR,2023-07-13,After market close
AEI,2022-11-21,
AEI,2022-11-28,
AEI,2022-12-05,
AEI,2022-12-12,
AEI,2022-12-19,
AEI,2022-12-26,
AEI,2023-02-13,
AEI,2023-02-20,
AEI,2023-02-27,
AEI,2023-03-06,
AEI,2023-03-13,
AEI,2023-03-20,
AEI,2023-03-27,
AEI,2023-05-12,
AEI,2023-08-21,
AEIS,2021-05-05,Before market open
AEIS,2021-08-04,Before market open
AEIS,2021-11-08,After market close
AEIS,2022-02-09,After market close
AEIS,2022-05-04,After market close
AEIS,2022-08-03,After market close
AEIS,2022-11-01,After market close
AEIS,2023-02-08,After market close
AEIS,2023-05-03,After market close
AEIS,2023-08-03,After market close
AEL,2021-05-05,After market close
AEL,2021-08-05,After market close
AEL,2021-11-08,After market close
AEL,2022-02-17,After market close
AEL,2022-05-04,After market close
AEL,2022-08-04,
AEL,2022-08-08,After market close
AEL,2022-11-07,After market close
AEL,2023-02-16,After market close
AEL,2023-05-08,After market close
AEL,2023-08-07,After market close
AEM,2021-04-29,After market close
AEM,2021-07-28,After market close
AEM,2021-10-27,After market close
AEM,2022-02-23,After market close
AEM,2022-04-28,After market close
AEM,2022-07-27,After market close
AEM,2022-10-26,After market close
AEM,2023-02-16,After market close
AEM,2023-04-27,After market close
AEM,2023-07-26,After market close
AEMD,2021-06-24,
AEMD,2021-08-09,After market close
AEMD,2021-10-27,
AEMD,2021-11-09,After market close
AEMD,2022-02-14,After market close
AEMD,2022-06-23,
AEMD,2022-06-28,After market close
AEMD,2022-08-09,After market close
AEMD,2022-11-14,After market close
AEMD,2023-02-13,After market close
AEMD,2023-06-27,
AEMD,2023-08-10,After market close
AENT,2023-08-28,
AENZ,2023-05-05,
AEO,2021-05-26,After market close
AEO,2021-09-02,Before market open
AEO,2021-11-23,Before market open
AEO,2022-03-02,After market close
AEO,2022-05-26,After market close
AEO,2022-09-07,After market close
AEO,2022-11-22,Before market open
AEO,2023-03-01,After market close
AEO,2023-05-24,After market close
AEO,2023-09-06,After market close
AEP,2021-04-22,Before market open
AEP,2021-07-22,Before market open
AEP,2021-10-28,Before market open
AEP,2022-02-24,Before market open
AEP,2022-04-28,Before market open
AEP,2022-07-27,Before market open
AEP,2022-10-27,Before market open
AEP,2023-02-23,Before market open
AEP,2023-05-04,Before market open
AEP,2023-07-27,Before market open
AER,2021-04-28,Before market open
AER,2021-07-29,Before market open
AER,2021-11-10,Before market open
AER,2022-03-30,Before market open
AER,2022-04-27,
AER,2022-05-17,Before market open
AER,2022-08-11,Before market open
AER,2022-11-03,Before market open
AER,2023-03-02,Before market open
AER,2023-05-02,Before market open
AER,2023-07-31,Before market open
AERC,2022-11-15,
AERI,2021-05-05,After market close
AERI,2021-08-04,After market close
AERI,2021-11-04,After market close
AERI,2022-02-24,
AERI,2022-05-04,
AERI,2022-08-03,
AERI,2022-11-03,
AES,2021-05-06,Before market open
AES,2021-08-05,Before market open
AES,2021-11-04,Before market open
AES,2022-02-24,After market close
AES,2022-05-06,Before market open
AES,2022-08-04,After market close
AES,2022-11-03,After market close
AES,2023-02-27,Before market open
AES,2023-05-05,Before market open
AES,2023-08-03,After market close
AESE,2021-05-10,
AESE,2021-05-17,
AESE,2021-05-24,After market close
AESE,2021-08-09,
AESE,2021-08-16,After market close
AESE,2021-11-08,
AESE,2021-11-15,After market close
AESE,2022-02-28,
AESI,2023-05-08,After market close
AESI,2023-07-31,After market close
AEVA,2021-05-13,After market close
AEVA,2021-08-12,After market close
AEVA,2021-11-10,After market close
AEVA,2022-02-23,After market close
AEVA,2022-05-04,After market close
AEVA,2022-08-03,After market close
AEVA,2022-11-08,After market close
AEVA,2023-02-22,
AEVA,2023-03-22,After market close
AEVA,2023-05-10,After market close
AEVA,2023-08-08,After market close
AEY,2022-11-14,After market close
AEY,2023-02-13,
AEY,2023-03-21,After market close
AEY,2023-05-15,After market close
AEY,2023-08-14,After market close
AEYE,2021-05-13,After market close
AEYE,2021-08-11,After market close
AEYE,2021-11-11,After market close
AEYE,2022-03-10,
AEYE,2022-05-05,After market close
AEYE,2022-08-09,After market close
AEYE,2022-11-10,After market close
AEYE,2023-03-09,After market close
AEYE,2023-05-10,After market close
AEYE,2023-08-10,After market close
AEZS,2021-11-04,
AEZS,2022-03-23,
AEZS,2022-05-04,
AEZS,2022-08-03,
AEZS,2022-11-03,
AEZS,2023-05-09,
AEZS,2023-08-02,
AFBI,2022-10-26,
AFBI,2023-04-28,
AFBI,2023-07-25,
AFCG,2021-05-11,Before market open
AFCG,2021-08-05,Before market open
AFCG,2021-11-04,Before market open
AFCG,2022-02-03,
AFCG,2022-02-17,
AFCG,2022-03-10,Before market open
AFCG,2022-05-10,Before market open
AFCG,2022-08-09,Before market open
AFCG,2022-11-08,Before market open
AFCG,2023-03-07,Before market open
AFCG,2023-05-10,Before market open
AFCG,2023-08-08,Before market open
AFG,2021-05-04,After market close
AFG,2021-08-03,After market close
AFG,2021-11-02,After market close
AFG,2022-02-09,After market close
AFG,2022-05-04,After market close
AFG,2022-08-03,After market close
AFG,2022-11-02,After market close
AFG,2023-02-01,After market close
AFG,2023-05-02,After market close
AFG,2023-08-02,After market close
AFIB,2021-05-12,After market close
AFIB,2021-08-12,After market close
AFIB,2021-11-11,After market close
AFIB,2022-03-17,
AFIB,2022-05-12,After market close
AFIB,2022-08-11,
AFIB,2022-11-10,After market close
AFIB,2023-05-11,After market close
AFIB,2023-08-07,After market close
AFIN,2021-05-05,After market close
AFIN,2021-08-04,After market close
AFIN,2021-11-03,After market close
AFL,2021-04-28,After market close
AFL,2021-07-28,After market close
AFL,2021-10-27,After market close
AFL,2022-02-02,After market close
AFL,2022-04-27,After market close
AFL,2022-08-01,After market close
AFL,2022-10-31,After market close
AFL,2023-02-01,After market close
AFL,2023-04-26,After market close
AFL,2023-08-01,After market close
AFMD,2021-04-27,
AFMD,2021-06-22,
AFMD,2021-07-01,Before market open
AFMD,2021-08-10,
AFMD,2021-08-17,
AFMD,2021-08-24,
AFMD,2021-09-08,Before market open
AFMD,2021-11-10,Before market open
AFMD,2022-06-01,Before market open
AFMD,2022-08-11,Before market open
AFMD,2022-11-09,
AFMD,2022-11-15,Before market open
AFMD,2023-03-23,Before market open
AFMD,2023-05-23,Before market open
AFMD,2023-08-10,Before market open
AFRM,2021-05-10,After market close
AFRM,2021-09-09,After market close
AFRM,2021-11-10,After market close
AFRM,2022-05-12,After market close
AFRM,2022-08-25,After market close
AFRM,2022-11-08,After market close
AFRM,2023-02-08,After market close
AFRM,2023-05-09,After market close
AFRM,2023-08-24,After market close
AFYA,2021-05-27,After market close
AFYA,2021-08-26,After market close
AFYA,2021-11-22,After market close
AFYA,2022-03-31,After market close
AFYA,2022-05-23,After market close
AFYA,2022-08-22,After market close
AFYA,2022-11-21,After market close
AFYA,2023-05-22,
AFYA,2023-08-28,After market close
AG,2021-08-05,
AG,2021-08-19,
AG,2021-11-04,
AG,2022-02-17,
AG,2022-03-03,
AG,2022-03-10,
AG,2022-05-05,
AG,2022-08-04,Before market open
AG,2022-11-03,
AG,2023-02-23,Before market open
AG,2023-08-03,
AGAE,2023-05-11,After market close
AGAE,2023-08-10,After market close
AGBA,2022-11-15,
AGBA,2023-03-13,
AGBA,2023-03-20,
AGBA,2023-03-27,
AGBA,2023-05-15,
AGCO,2021-04-29,Before market open
AGCO,2021-07-29,Before market open
AGCO,2021-10-28,Before market open
AGCO,2022-02-08,Before market open
AGCO,2022-05-03,Before market open
AGCO,2022-07-28,Before market open
AGCO,2022-11-01,Before market open
AGCO,2023-02-07,Before market open
AGCO,2023-05-02,Before market open
AGCO,2023-07-27,Before market open
AGE,2022-11-11,
AGE,2023-05-12,
AGE,2023-08-11,
AGEN,2021-05-06,Before market open
AGEN,2021-08-09,Before market open
AGEN,2021-11-09,Before market open
AGEN,2022-03-01,Before market open
AGEN,2022-05-10,Before market open
AGEN,2022-08-09,Before market open
AGEN,2022-11-08,
AGEN,2023-03-07,
AGEN,2023-03-14,
AGEN,2023-05-09,
AGEN,2023-08-08,Before market open
AGFS,2021-05-13,After market close
AGFS,2021-08-10,After market close
AGFS,2021-11-10,After market close
AGFS,2022-03-09,After market close
AGFS,2022-05-11,After market close
AGFS,2022-08-09,After market close
AGFS,2022-11-09,After market close
AGFS,2023-03-08,
AGFS,2023-03-22,
AGFS,2023-03-29,
AGFY,2021-05-18,Before market open
AGFY,2021-08-12,After market close
AGFY,2021-11-10,Before market open
AGFY,2022-03-23,Before market open
AGFY,2022-05-11,Before market open
AGFY,2022-08-10,Before market open
AGFY,2022-08-15,Before market open
AGFY,2022-11-09,Before market open
AGFY,2023-03-22,
AGFY,2023-05-10,
AGFY,2023-05-24,
AGFY,2023-05-31,
AGFY,2023-06-07,
AGFY,2023-06-14,
AGFY,2023-06-21,
AGFY,2023-06-28,
AGFY,2023-08-21,
AGI,2021-04-28,After market close
AGI,2021-07-28,After market close
AGI,2021-10-27,After market close
AGI,2022-02-23,After market close
AGI,2022-04-27,After market close
AGI,2022-07-27,After market close
AGI,2022-10-26,After market close
AGI,2023-02-22,After market close
AGI,2023-04-26,After market close
AGI,2023-07-26,After market close
AGIL,2021-11-15,After market close
AGIL,2022-02-21,
AGIL,2022-02-28,
AGIL,2022-03-07,
AGIL,2022-03-14,
AGIL,2022-03-21,
AGIL,2022-03-28,
AGIL,2022-08-11,After market close
AGIL,2022-11-10,After market close
AGIL,2023-05-12,
AGIL,2023-08-10,
AGIO,2021-04-29,Before market open
AGIO,2021-07-29,Before market open
AGIO,2021-11-03,Before market open
AGIO,2022-02-24,Before market open
AGIO,2022-05-05,Before market open
AGIO,2022-08-04,Before market open
AGIO,2022-11-03,Before market open
AGIO,2023-02-23,Before market open
AGIO,2023-05-04,Before market open
AGIO,2023-08-03,Before market open
AGL,2021-05-26,After market close
AGL,2021-08-04,After market close
AGL,2021-10-28,After market close
AGL,2022-03-03,After market close
AGL,2022-05-05,After market close
AGL,2022-08-04,After market close
AGL,2022-11-03,After market close
AGL,2023-03-01,After market close
AGL,2023-05-09,After market close
AGL,2023-08-03,After market close
AGLE,2021-05-06,
AGLE,2021-11-04,
AGLE,2022-08-04,
AGLE,2022-11-03,
AGLE,2023-05-04,
AGLE,2023-08-03,
AGM,2022-11-07,After market close
AGM,2023-02-24,Before market open
AGM,2023-05-09,After market close
AGM,2023-08-07,Before market open
AGMH,2022-12-02,
AGNC,2021-04-26,After market close
AGNC,2021-07-26,After market close
AGNC,2021-10-25,After market close
AGNC,2022-01-31,After market close
AGNC,2022-05-02,After market close
AGNC,2022-07-25,After market close
AGNC,2022-10-24,After market close
AGNC,2023-01-30,After market close
AGNC,2023-04-24,After market close
AGNC,2023-07-24,After market close
AGO,2022-11-07,After market close
AGO,2023-02-28,After market close
AGO,2023-05-09,After market close
AGO,2023-08-08,After market close
AGR,2021-05-03,After market close
AGR,2021-07-20,After market close
AGR,2021-10-26,After market close
AGR,2022-02-22,After market close
AGR,2022-04-26,After market close
AGR,2022-07-26,After market close
AGR,2022-10-25,After market close
AGR,2023-02-21,After market close
AGR,2023-04-25,After market close
AGR,2023-07-26,After market close
AGRI,2022-08-02,
AGRI,2022-08-09,
AGRI,2022-08-16,
AGRO,2021-05-13,
AGRO,2021-08-12,
AGRO,2021-11-11,
AGRO,2022-03-14,After market close
AGRO,2022-05-12,After market close
AGRO,2022-08-11,After market close
AGRO,2022-11-09,
AGRO,2023-05-11,
AGRO,2023-08-10,
AGRX,2021-05-04,After market close
AGRX,2021-07-26,After market close
AGRX,2021-11-02,After market close
AGRX,2022-03-07,
AGRX,2022-03-30,After market close
AGRX,2022-05-03,
AGRX,2022-05-12,After market close
AGRX,2022-07-25,
AGRX,2022-08-11,After market close
AGRX,2022-11-07,After market close
AGRX,2023-05-11,
AGRX,2023-08-09,Before market open
AGS,2021-05-06,After market close
AGS,2021-08-05,After market close
AGS,2021-11-04,After market close
AGS,2022-03-10,After market close
AGS,2022-05-05,After market close
AGS,2022-08-08,After market close
AGS,2022-11-08,After market close
AGS,2023-03-09,After market close
AGS,2023-05-09,After market close
AGS,2023-08-03,After market close
AGTC,2021-05-12,
AGTC,2021-05-17,After market close
AGTC,2021-09-08,
AGTC,2021-09-23,After market close
AGTC,2021-11-09,Before market open
AGTC,2022-02-14,Before market open
AGTC,2022-05-16,
AGTC,2022-09-22,
AGTC,2022-11-08,
AGTC,2022-11-15,
AGTC,2022-11-22,
AGTC,2022-11-29,
AGTI,2021-08-12,After market close
AGTI,2021-11-09,After market close
AGTI,2022-02-08,
AGTI,2022-02-15,
AGTI,2022-03-08,After market close
AGTI,2022-05-10,After market close
AGTI,2022-08-09,After market close
AGTI,2022-11-10,After market close
AGTI,2023-03-07,After market close
AGTI,2023-05-09,After market close
AGTI,2023-08-08,After market close
AGX,2023-04-12,After market close
AGX,2023-06-08,After market close
AGX,2023-09-14,
AGYS,2021-05-18,After market close
AGYS,2021-07-27,After market close
AGYS,2021-10-26,After market close
AGYS,2022-05-17,After market close
AGYS,2022-07-26,After market close
AGYS,2022-10-25,After market close
AGYS,2023-01-24,After market close
AGYS,2023-05-16,After market close
AGYS,2023-07-24,After market close
AHCO,2021-05-06,Before market open
AHCO,2021-08-05,Before market open
AHCO,2021-11-04,Before market open
AHCO,2022-02-24,Before market open
AHCO,2022-05-10,Before market open
AHCO,2022-08-09,Before market open
AHCO,2022-11-08,Before market open
AHCO,2023-02-28,Before market open
AHCO,2023-05-09,Before market open
AHCO,2023-08-08,Before market open
AHH,2021-05-04,Before market open
AHH,2021-08-03,Before market open
AHH,2021-11-02,Before market open
AHH,2022-05-03,Before market open
AHH,2022-08-04,Before market open
AHH,2022-11-08,Before market open
AHH,2023-02-14,Before market open
AHH,2023-05-09,Before market open
AHH,2023-08-03,Before market open
AHPI,2022-09-27,
AHPI,2022-11-21,
AHPI,2022-11-28,
AHPI,2022-12-05,
AHPI,2022-12-12,
AHPI,2022-12-19,
AHPI,2022-12-26,
AHPI,2023-02-13,
AHPI,2023-02-20,
AHPI,2023-02-27,
AHPI,2023-03-06,
AHPI,2023-03-13,
AHPI,2023-03-20,
AHPI,2023-03-27,
AHT,2021-05-04,After market close
AHT,2021-07-28,After market close
AHT,2021-10-26,After market close
AHT,2022-02-23,After market close
AHT,2022-05-03,After market close
AHT,2022-08-02,After market close
AHT,2022-11-01,After market close
AHT,2023-02-21,After market close
AHT,2023-05-02,
AHT,2023-08-01,After market close
AI,2021-06-02,After market close
AI,2021-09-01,After market close
AI,2021-12-01,After market close
AI,2022-03-02,After market close
AI,2022-06-01,After market close
AI,2022-08-31,After market close
AI,2022-12-07,After market close
AI,2023-03-02,After market close
AI,2023-05-31,After market close
AI,2023-09-06,After market close
AIG,2021-05-06,After market close
AIG,2021-08-05,After market close
AIG,2021-11-04,After market close
AIG,2022-02-16,After market close
AIG,2022-05-03,After market close
AIG,2022-08-08,After market close
AIG,2022-11-01,After market close
AIG,2023-02-15,After market close
AIG,2023-05-04,After market close
AIG,2023-08-01,After market close
AIH,2021-04-20,Before market open
AIH,2021-06-24,Before market open
AIH,2021-09-24,
AIH,2022-11-15,
AIH,2022-11-22,
AIH,2022-11-29,Before market open
AIH,2023-05-17,Before market open
AIH,2023-08-16,
AIHS,2022-11-15,
AIHS,2023-02-13,
AIKI,2021-11-12,
AIKI,2022-05-10,
AIKI,2022-05-17,
AIKI,2022-08-10,
AIKI,2022-11-09,
AIM,2022-11-15,
AIM,2023-03-30,
AIM,2023-05-16,Before market open
AIM,2023-08-15,Before market open
AIMC,2021-04-29,Before market open
AIMC,2021-07-23,Before market open
AIMC,2021-10-22,Before market open
AIMC,2022-02-16,Before market open
AIMC,2022-04-28,Before market open
AIMC,2022-07-22,
AIMC,2022-07-28,Before market open
AIMC,2022-10-28,
AIMC,2022-11-03,Before market open
AIMC,2023-02-15,
AIMC,2023-03-01,
AIMD,2023-03-20,
AIMD,2023-03-27,
AIN,2021-04-26,After market close
AIN,2021-07-26,After market close
AIN,2021-10-25,After market close
AIN,2022-02-15,After market close
AIN,2022-04-25,After market close
AIN,2022-07-25,After market close
AIN,2022-10-24,After market close
AIN,2023-02-13,After market close
AIN,2023-04-25,After market close
AIN,2023-07-26,After market close
AINC,2021-05-05,After market close
AINC,2021-07-29,After market close
AINC,2021-10-27,After market close
AINC,2022-02-24,After market close
AINC,2022-05-04,After market close
